key,inventoryOrdinal,sourceKind,ownerId,skillKey,passiveName,currentStatus,currentCompletionMode,lane,blocker,mechanismTagsJson,unifiedSourceRefsJson,wikiOwnerName,wikiPageId,wikiItemId,wikiEffectSlotsJson,wikiSourceRef,templateState,templateKind,draftContractJson,verificationGatesJson,nonclaimsJson
hero_skill|hero_tristana|E|爆炸火花,128,hero_skill,hero_tristana,E,爆炸火花,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_tristana|E|爆炸火花""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_tristana|E|爆炸火花""}]",Tristana,tristana-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/tristana-e.json@rev4008204 sha256:c66748f43bb67ed75c6174bd5ac48083fb3c93fea420d15619bd240cf12fdda7,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_twistedfate|W|选牌,132,hero_skill,hero_twistedfate,W,选牌,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_twistedfate|W|选牌""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_twistedfate|W|选牌""}]",Twisted Fate,twistedfate-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/twistedfate-w.json@rev4004668 sha256:f7e801c87dbe09721db968911de5944757184e06cc0b661e6659bbe08f6e26aa,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_twitch|E|毒性爆发,138,hero_skill,hero_twitch,E,毒性爆发,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_twitch|E|毒性爆发""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_twitch|E|毒性爆发""}]",Twitch,twitch-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/twitch-e.json@rev3907215 sha256:f9daa9e2c0474c33360215062ef79244f1606198bc3b771b7e8e5aa58bedf37c,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_twitch|R|火力全开,139,hero_skill,hero_twitch,R,火力全开,blocked_runtime,none,generic_runtime,distance_or_ratio_input,"[""distance_or_ratio_modifier""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_twitch|R|火力全开""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_twitch|R|火力全开""}]",Twitch,twitch-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/twitch-r.json@rev3993607 sha256:feb40917d12acfbe759ee89441aba5dd22c0257bc0fc2b662e494c3a79afea79,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_varus|Q|穿刺之箭,141,hero_skill,hero_varus,Q,穿刺之箭,blocked_runtime,none,generic_runtime,blocked_data,"[""cooldown_or_haste_without_rotation""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_varus|Q|穿刺之箭""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_varus|Q|穿刺之箭""}]",Varus,varus-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/varus-q.json@rev4026469 sha256:bdbbe064008b969e153800f7d5cdb305f84eca1ef043d8e6f8ce41c5db2659dd,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_vayne|Q|闪避突袭,146,hero_skill,hero_vayne,Q,闪避突袭,blocked_runtime,none,generic_runtime,distance_or_ratio_input,"[""distance_or_ratio_modifier""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_vayne|Q|闪避突袭""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_vayne|Q|闪避突袭""}]",Vayne,vayne-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/vayne-q.json@rev4015566 sha256:5ae387c07aa6c510a9da57df976b6e6ba9d3b52490fa91ce59e1221813fe9dad,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_xayah|E|倒钩,153,hero_skill,hero_xayah,E,倒钩,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_xayah|E|倒钩""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_xayah|E|倒钩""}]",Xayah,xayah-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/xayah-e.json@rev4002073 sha256:3e6ffa135022f13984b26d9551afc323444e1ff9e80506ece5afba820827d486,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_xayah|P|锐切,150,hero_skill,hero_xayah,P,锐切,blocked_runtime,none,generic_runtime,ability_after_next_attacks_budget+piercing_secondary_targets+feather_creation_position_resource+feather_consumed_by_e_dependency,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_xayah|P|锐切""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_xayah|P|锐切""}]",Xayah,xayah-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/xayah-p.json@rev3967343 sha256:5cfe6e5e30cdc8e6fde07791288f5a85e5ef01f543670ce2248323ccb6ead171,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_yunara|P|初生之誓,155,hero_skill,hero_yunara,P,初生之誓,blocked_runtime,none,generic_runtime,deterministic_random_crit_sequence,"[""deterministic_random_crit_sequence""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_yunara|P|初生之誓""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_yunara|P|初生之誓""}]",Yunara,yunara-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/yunara-p.json@rev4016849 sha256:ff68851d6585864c8e8d937d52ff431f4776df68eecd41a26a45ebd2398f3679,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_yunara|Q|灵蕴拳,156,hero_skill,hero_yunara,Q,灵蕴拳,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_yunara|Q|灵蕴拳""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_yunara|Q|灵蕴拳""}]",Yunara,yunara-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/yunara-q.json@rev4041330 sha256:d5554af1c3b781b8d27de90bd325493a23d270f095e3c8e48377a1e4d159d2a4,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_yunara|R|定圣诀,159,hero_skill,hero_yunara,R,定圣诀,blocked_data,none,generic_runtime,missing_upgraded_arc_of_ruin_w_damage_formula,"[""cross_skill_damage_formula"",""transcendent_form_skill_upgrade""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_yunara|R|定圣诀""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_yunara|R|定圣诀""}]",Yunara,yunara-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/yunara-r.json@rev4038856 sha256:08923a97970d25edccf48fec7efa219d80615969ee3f2be14c7659ed4bef7462,provisional_unverified,data_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_yunara|W|善恶轮 | 寂灭掌,157,hero_skill,hero_yunara,W,善恶轮 | 寂灭掌,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_yunara|W|善恶轮 | 寂灭掌""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_yunara|W|善恶轮 | 寂灭掌""}]",Yunara,yunara-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/yunara-w.json@rev4008650 sha256:d41412bf696ea8f7c30d1cd412535ce27bf3f5019498141fdf72e76659316bff,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_zeri|E|灿丽花火,163,hero_skill,hero_zeri,E,灿丽花火,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_zeri|E|灿丽花火""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_zeri|E|灿丽花火""}]",Zeri,zeri-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/zeri-e.json@rev4015351 sha256:87000a9142ce2f8481ffd9683a231b32a87681e531d2a4dd6a06bfa52fa42d4d,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_zeri|P|内能迁转,160,hero_skill,hero_zeri,P,内能迁转,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""on_hit""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_zeri|P|内能迁转""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_zeri|P|内能迁转""}]",Zeri,zeri-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/zeri-p.json@rev4041739 sha256:606fca74a738c7316244158d054700a73b8c4e4ccd63e90e3dc0814f533a737b,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_zeri|Q|电火迸射,161,hero_skill,hero_zeri,Q,电火迸射,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_zeri|Q|电火迸射""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_zeri|Q|电火迸射""}]",Zeri,zeri-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/zeri-q.json@rev4041832 sha256:23aff813263c819fc05d70d5512b0db552478597ded7ba183856781edea8ab22,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_zeri|R|超限爆闪,164,hero_skill,hero_zeri,R,超限爆闪,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_zeri|R|超限爆闪""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_zeri|R|超限爆闪""}]",Zeri,zeri-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/zeri-r.json@rev4016978 sha256:d5335584b29602564b602b4711db7584d5ccaa03e1c4232f73c1b45e6da76240,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_zeri|W|强穿激光,162,hero_skill,hero_zeri,W,强穿激光,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_zeri|W|强穿激光""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_zeri|W|强穿激光""}]",Zeri,zeri-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/zeri-w.json@rev4013271 sha256:15fcbdd7e08c794cfe503b860732dfead4092b1e4aaa9b8a482a4ac70e6d4bb2,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
